record_ID,units_sold
217536,40.0
217537,20.0
217539,20.0
217540,33.0
217541,25.0
217545,71.0
217546,22.0
217547,34.0
217548,21.0
217549,17.0
217550,33.0
217551,50.0
217552,111.0
217555,13.0
217556,14.0
217557,13.0
217558,13.0
217559,18.0
217560,35.0
217561,29.0
217562,19.0
217566,62.0
217567,49.0
217570,14.0
217571,57.0
217574,184.0
217575,87.0
217576,54.0
217579,86.0
217580,116.0
217581,126.0
217584,21.0
217585,258.0
217586,69.0
217587,98.0
217588,26.0
217589,11.0
217590,86.0
217591,67.0
217592,34.0
217594,16.0
217595,40.0
217596,19.0
217599,86.0
217600,93.0
217601,26.0
217602,22.0
217604,26.0
217605,62.0
217606,42.0
217607,18.0
217608,23.0
217609,17.0
217610,161.0
217611,34.0
217612,40.0
217613,22.0
217614,17.0
217615,47.0
217616,46.0
217617,29.0
217618,8.0
217619,13.0
217620,14.0
217622,6.0
217623,5.0
217624,20.0
217625,50.0
217626,43.0
217629,34.0
217630,30.0
217631,13.0
217632,16.0
217634,113.0
217635,28.0
217636,35.0
217637,12.0
217638,10.0
217640,31.0
217641,56.0
217642,27.0
217644,19.0
217645,20.0
217647,5.0
217648,3.0
217649,8.0
217650,275.0
217651,223.0
217652,72.0
217653,48.0
217655,109.0
217656,147.0
217657,212.0
217661,341.0
217662,96.0
217663,224.0
217664,34.0
217665,21.0
217667,120.0
217668,96.0
217669,42.0
217670,18.0
217671,35.0
217672,73.0
217673,81.0
217674,51.0
217676,11.0
217677,90.0
217678,71.0
217680,57.0
217681,55.0
217682,72.0
217685,15.0
217686,141.0
217687,35.0
217688,55.0
217689,14.0
217690,8.0
217691,56.0
217692,36.0
217695,17.0
217696,31.0
217700,197.0
217701,105.0
217702,73.0
217703,28.0
217705,111.0
217706,149.0
217707,139.0
217709,336.0
217710,83.0
217711,122.0
217712,24.0
217713,11.0
217715,96.0
217716,75.0
217718,20.0
217719,29.0
217720,49.0
217722,30.0
217725,45.0
217729,19.0
217730,31.0
217731,31.0
217732,14.0
217733,16.0
217734,16.0
217735,104.0
217736,23.0
217737,36.0
217738,16.0
217739,10.0
217741,40.0
217742,45.0
217743,24.0
217744,15.0
217745,18.0
217746,23.0
217747,39.0
217748,30.0
217750,11.0
217751,22.0
217752,28.0
217753,11.0
217756,90.0
217757,20.0
217758,27.0
217759,13.0
217761,40.0
217762,28.0
217765,14.0
217768,44.0
217769,30.0
217772,22.0
217773,51.0
217774,51.0
217775,11.0
217778,206.0
217779,42.0
217780,77.0
217781,29.0
217782,28.0
217784,42.0
217785,69.0
217786,26.0
217787,13.0
217788,15.0
217789,21.0
217791,18.0
217792,18.0
217793,25.0
217796,17.0
217797,40.0
217798,21.0
217800,16.0
217801,94.0
217802,21.0
217803,16.0
217804,20.0
217805,38.0
217808,13.0
217813,18.0
217814,15.0
217815,29.0
217816,16.0
217817,8.0
217819,60.0
217820,13.0
217821,16.0
217824,17.0
217825,13.0
217828,6.0
217829,116.0
217830,74.0
217831,36.0
217833,67.0
217834,80.0
217835,94.0
217838,191.0
217839,47.0
217840,71.0
217841,9.0
217843,74.0
217844,37.0
217845,48.0
217846,21.0
217847,26.0
217848,46.0
217849,9.0
217851,70.0
217852,69.0
217853,12.0
217855,39.0
217856,47.0
217857,33.0
217861,126.0
217862,57.0
217863,54.0
217864,39.0
217865,50.0
217866,25.0
217867,15.0
217869,30.0
217870,39.0
217871,29.0
217874,17.0
217875,22.0
217879,122.0
217880,28.0
217881,53.0
217882,16.0
217883,15.0
217884,33.0
217885,44.0
217886,25.0
217888,9.0
217889,13.0
217892,71.0
217893,75.0
217894,27.0
217896,27.0
217897,53.0
217898,47.0
217899,18.0
217900,25.0
217901,24.0
217902,268.0
217903,33.0
217904,61.0
217905,28.0
217906,24.0
217908,59.0
217909,57.0
217910,34.0
217911,16.0
217912,13.0
217913,31.0
217914,48.0
217916,20.0
217917,16.0
217921,21.0
217922,21.0
217926,71.0
217927,13.0
217928,11.0
217931,19.0
217932,10.0
217935,10.0
217936,158.0
217937,102.0
217938,77.0
217940,67.0
217941,70.0
217942,95.0
217946,198.0
217947,51.0
217948,89.0
217949,21.0
217950,18.0
217951,75.0
217952,55.0
217953,99.0
217954,10.0
217955,15.0
217956,42.0
217958,20.0
217963,125.0
217964,89.0
217965,55.0
217968,81.0
217969,106.0
217970,107.0
217971,16.0
217974,219.0
217975,54.0
217976,68.0
217979,71.0
217980,35.0
217981,46.0
217983,20.0
217984,39.0
217985,21.0
217987,96.0
217988,79.0
217989,35.0
217991,22.0
217992,42.0
217993,56.0
217994,18.0
217995,18.0
217996,18.0
217997,152.0
217998,28.0
217999,52.0
218000,27.0
218001,24.0
218002,40.0
218003,62.0
218004,31.0
218005,11.0
218006,23.0
218007,26.0
218008,42.0
218009,10.0
218011,11.0
218012,36.0
218013,26.0
218015,15.0
218016,34.0
218017,33.0
218018,33.0
218020,22.0
218021,94.0
218022,24.0
218023,20.0
218024,27.0
218025,36.0
218026,24.0
218028,17.0
218029,16.0
218030,6.0
218038,31.0
218042,81.0
218043,46.0
218044,24.0
218046,38.0
218047,46.0
218048,64.0
218050,121.0
218051,26.0
218052,51.0
218053,14.0
218055,39.0
218056,32.0
218057,14.0
218060,25.0
218062,8.0
218063,79.0
218064,63.0
218065,12.0
218066,28.0
218067,28.0
218068,9.0
218069,99.0
218070,28.0
218071,34.0
218072,17.0
218073,14.0
218074,35.0
218075,36.0
218076,21.0
218077,11.0
218078,14.0
218079,20.0
218082,8.0
218083,18.0
218084,190.0
218085,152.0
218086,99.0
218089,73.0
218090,129.0
218091,107.0
218094,25.0
218095,336.0
218096,68.0
218097,126.0
218098,28.0
218102,75.0
218103,68.0
218104,27.0
218106,16.0
218107,44.0
218109,20.0
218110,8.0
218112,11.0
218114,13.0
218115,27.0
218117,10.0
218119,109.0
218120,30.0
218121,17.0
218122,23.0
218123,75.0
218124,32.0
218130,87.0
218131,71.0
218132,45.0
218134,63.0
218135,60.0
218136,80.0
218140,165.0
218141,40.0
218142,61.0
218145,45.0
218146,42.0
218148,14.0
218150,35.0
218151,9.0
218153,122.0
218154,76.0
218155,36.0
218156,48.0
218157,64.0
218158,84.0
218160,160.0
218161,39.0
218162,70.0
218163,24.0
218164,18.0
218165,75.0
218166,41.0
218167,18.0
218169,16.0
218170,43.0
218171,41.0
218172,20.0
218175,14.0
218180,68.0
218183,11.0
218184,47.0
218185,22.0
218188,13.0
218190,47.0
218191,23.0
218193,18.0
218194,29.0
218195,69.0
218196,40.0
218197,16.0
218198,15.0
218200,181.0
218201,40.0
218202,84.0
218203,25.0
218204,21.0
218207,46.0
218208,40.0
218209,21.0
218211,20.0
218212,22.0
218216,30.0
218218,9.0
218219,19.0
218220,50.0
218221,32.0
218223,23.0
218224,19.0
218225,118.0
218226,27.0
218227,25.0
218228,10.0
218229,38.0
218230,27.0
218231,14.0
218234,177.0
218235,114.0
218236,32.0
218239,73.0
218240,96.0
218241,112.0
218244,21.0
218245,203.0
218246,46.0
218247,102.0
218248,12.0
218249,6.0
218250,76.0
218251,47.0
218252,18.0
218254,31.0
218255,36.0
218257,6.0
218260,253.0
218261,44.0
218262,7.0
218265,14.0
218266,44.0
218267,27.0
218268,11.0
218269,12.0
218270,10.0
218271,146.0
218272,24.0
218273,30.0
218274,12.0
218275,10.0
218277,46.0
218278,28.0
218279,11.0
218280,13.0
218281,19.0
218283,73.0
218284,68.0
218285,18.0
218286,19.0
218287,36.0
218288,41.0
218289,16.0
218290,16.0
218291,22.0
218292,112.0
218293,21.0
218294,34.0
218295,15.0
218296,14.0
218297,36.0
218298,49.0
218299,25.0
218301,13.0
218302,19.0
218304,10.0
218305,38.0
218306,37.0
218308,23.0
218309,54.0
218310,26.0
218313,116.0
218314,23.0
218315,32.0
218318,24.0
218319,22.0
218323,7.0
218324,8.0
218325,5.0
218326,12.0
218327,76.0
218328,65.0
218329,30.0
218330,22.0
218331,37.0
218332,31.0
218333,10.0
218334,9.0
218335,10.0
218336,123.0
218337,16.0
218338,31.0
218340,14.0
218341,28.0
218342,25.0
218343,15.0
218346,10.0
218347,8.0
218349,9.0
218350,68.0
218351,39.0
218352,31.0
218354,31.0
218355,40.0
218356,52.0
218359,25.0
218360,117.0
218361,26.0
218362,42.0
218363,41.0
218364,14.0
218369,63.0
218370,40.0
218371,33.0
218372,45.0
218373,52.0
218376,110.0
218377,28.0
218378,52.0
218381,32.0
218382,13.0
218386,12.0
218387,72.0
218388,41.0
218389,19.0
218391,37.0
218392,50.0
218393,52.0
218394,149.0
218395,46.0
218396,68.0
218399,39.0
218400,54.0
218401,23.0
218403,14.0
218404,21.0
218405,5.0
218406,12.0
218409,22.0
218410,21.0
218411,16.0
218412,24.0
218417,56.0
218418,27.0
218420,21.0
218421,39.0
218422,20.0
218425,41.0
218426,33.0
218427,9.0
218429,16.0
218431,83.0
218432,18.0
218433,28.0
218434,13.0
218435,13.0
218436,25.0
218437,29.0
218438,13.0
218441,12.0
218443,7.0
218445,53.0
218446,52.0
218447,25.0
218448,16.0
218450,23.0
218451,28.0
218452,35.0
218453,13.0
218455,19.0
218456,108.0
218457,25.0
218458,31.0
218460,8.0
218461,29.0
218462,45.0
218463,23.0
218465,13.0
218466,15.0
218469,29.0
218474,45.0
218475,19.0
218476,16.0
218477,23.0
218478,18.0
218479,111.0
218480,19.0
218481,23.0
218482,21.0
218483,25.0
218487,7.0
218488,35.0
218489,27.0
218490,14.0
218491,13.0
218492,27.0
218493,17.0
218494,8.0
218495,16.0
218496,117.0
218497,23.0
218498,26.0
218499,13.0
218502,47.0
218503,30.0
218506,15.0
218508,57.0
218509,47.0
218512,23.0
218513,30.0
218514,33.0
218515,9.0
218516,12.0
218517,16.0
218518,135.0
218519,26.0
218520,36.0
218521,21.0
218522,17.0
218523,44.0
218524,29.0
218525,22.0
218527,7.0
218528,14.0
218529,11.0
218530,152.0
218531,132.0
218532,40.0
218534,71.0
218535,96.0
218536,98.0
218539,30.0
218540,207.0
218541,63.0
218542,69.0
218545,76.0
218546,45.0
218550,41.0
218554,43.0
218555,36.0
218556,12.0
218558,15.0
218559,33.0
218560,23.0
218563,116.0
218564,21.0
218565,33.0
218566,22.0
218567,19.0
218568,37.0
218569,26.0
218573,11.0
218575,32.0
218576,25.0
218578,19.0
218579,39.0
218580,71.0
218581,27.0
218584,169.0
218585,32.0
218586,29.0
218588,24.0
218589,74.0
218590,43.0
218593,17.0
218596,77.0
218597,61.0
218598,22.0
218600,29.0
218601,54.0
218602,44.0
218603,23.0
218604,21.0
218605,20.0
218606,154.0
218607,35.0
218608,41.0
218609,18.0
218611,38.0
218612,25.0
218613,16.0
218614,12.0
218615,19.0
218616,17.0
218618,57.0
218619,44.0
218622,28.0
218623,37.0
218624,49.0
218626,112.0
218627,26.0
218628,41.0
218631,38.0
218635,20.0
218638,95.0
218639,76.0
218640,23.0
218642,51.0
218643,57.0
218644,66.0
218648,145.0
218649,49.0
218650,66.0
218651,66.0
218652,43.0
218653,19.0
218656,29.0
218658,214.0
218659,112.0
218660,69.0
218663,73.0
218664,82.0
218665,112.0
218667,216.0
218668,59.0
218669,93.0
218670,36.0
218671,25.0
218673,89.0
218674,61.0
218675,157.0
218676,21.0
218677,25.0
218678,62.0
218679,59.0
218680,22.0
218683,237.0
218684,152.0
218685,69.0
218686,28.0
218688,102.0
218689,113.0
218690,127.0
218694,220.0
218695,58.0
218696,100.0
218697,16.0
218698,11.0
218700,92.0
218701,53.0
218702,25.0
218703,15.0
218704,29.0
218705,46.0
218707,14.0
218711,28.0
218712,23.0
218713,12.0
218714,20.0
218715,17.0
218716,47.0
218717,27.0
218720,124.0
218721,30.0
218722,23.0
218723,5.0
218724,26.0
218726,65.0
218729,15.0
218731,39.0
218732,39.0
218734,19.0
218735,31.0
218736,18.0
218739,82.0
218740,22.0
218741,14.0
218744,21.0
218745,42.0
218746,23.0
218748,8.0
218749,12.0
218750,11.0
218753,15.0
218755,64.0
218757,17.0
218759,17.0
218763,114.0
218764,72.0
218765,45.0
218766,50.0
218767,69.0
218768,69.0
218772,150.0
218773,44.0
218774,61.0
218775,19.0
218776,9.0
218777,55.0
218778,51.0
218780,15.0
218781,17.0
218782,38.0
218785,71.0
218786,27.0
218789,37.0
218790,41.0
218793,124.0
218794,25.0
218795,54.0
218798,34.0
218799,19.0
218800,10.0
218803,22.0
218806,157.0
218807,78.0
218808,33.0
218810,51.0
218811,75.0
218812,84.0
218815,173.0
218816,50.0
218817,77.0
218818,23.0
218820,50.0
218821,43.0
218822,22.0
218824,16.0
218825,37.0
218827,19.0
218828,25.0
218833,28.0
218834,17.0
218836,11.0
218837,114.0
218838,21.0
218839,23.0
218840,8.0
218842,17.0
218844,27.0
218846,12.0
218849,39.0
218850,36.0
218852,15.0
218853,17.0
218855,119.0
218856,18.0
218857,38.0
218858,18.0
218859,15.0
218860,40.0
218861,38.0
218862,20.0
218864,7.0
218865,13.0
218867,9.0
218868,21.0
218869,23.0
218873,21.0
218874,46.0
218875,22.0
218876,11.0
218877,13.0
218878,11.0
218879,123.0
218880,31.0
218881,21.0
218884,29.0
218885,27.0
218886,18.0
218889,164.0
218890,75.0
218891,51.0
218892,56.0
218893,42.0
218894,95.0
218895,145.0
218896,135.0
218898,12.0
218899,18.0
218900,295.0
218901,99.0
218902,155.0
218903,28.0
218904,16.0
218907,96.0
218908,81.0
218909,25.0
218911,34.0
218912,62.0
218913,54.0
218914,24.0
218915,22.0
218917,61.0
218918,35.0
218919,19.0
218921,53.0
218922,60.0
218923,52.0
218924,23.0
218927,84.0
218928,49.0
218929,63.0
218930,65.0
218931,30.0
218932,19.0
218934,38.0
218935,29.0
218936,88.0
218937,66.0
218938,27.0
218939,44.0
218940,56.0
218941,59.0
218945,142.0
218946,63.0
218947,66.0
218948,75.0
218949,58.0
218953,28.0
218954,5.0
218956,202.0
218957,122.0
218958,89.0
218961,140.0
218962,167.0
218963,133.0
218964,18.0
218967,361.0
218968,85.0
218969,131.0
218970,28.0
218974,97.0
218975,107.0
218976,101.0
218978,31.0
218979,64.0
218980,23.0
218983,90.0
218984,69.0
218985,24.0
218986,24.0
218987,40.0
218988,55.0
218989,15.0
218990,17.0
218991,18.0
218992,203.0
218993,33.0
218994,45.0
218995,34.0
218996,28.0
218998,53.0
218999,92.0
219000,52.0
219002,18.0
219003,30.0
219004,47.0
219006,21.0
219010,31.0
219011,23.0
219012,14.0
219013,12.0
219014,104.0
219015,35.0
219016,25.0
219017,5.0
219018,44.0
219019,74.0
219020,31.0
219023,16.0
219025,64.0
219026,72.0
219028,22.0
219029,36.0
219030,24.0
219032,20.0
219034,114.0
219035,26.0
219036,19.0
219038,25.0
219039,21.0
219040,12.0
219043,70.0
219044,60.0
219045,13.0
219047,29.0
219048,47.0
219049,61.0
219050,15.0
219051,21.0
219052,23.0
219053,190.0
219054,27.0
219055,34.0
219056,21.0
219057,17.0
219058,42.0
219059,30.0
219060,25.0
219062,11.0
219063,16.0
219065,142.0
219066,95.0
219067,27.0
219068,56.0
219069,70.0
219070,92.0
219072,21.0
219073,178.0
219074,40.0
219075,74.0
219076,19.0
219077,11.0
219078,73.0
219079,45.0
219082,17.0
219083,45.0
219089,56.0
219090,45.0
219091,15.0
219092,60.0
219093,72.0
219094,93.0
219098,156.0
219099,42.0
219100,68.0
219101,65.0
219102,35.0
219105,22.0
219106,5.0
219107,34.0
219108,28.0
219109,12.0
219110,50.0
219111,71.0
219112,30.0
219116,155.0
219117,55.0
219118,82.0
219119,48.0
219120,143.0
219121,65.0
219123,38.0
219124,38.0
219127,45.0
219129,15.0
219130,24.0
219131,26.0
219132,5.0
219135,104.0
219136,20.0
219137,41.0
219138,18.0
219139,16.0
219140,33.0
219141,45.0
219142,25.0
219143,7.0
219144,12.0
219145,17.0
219147,11.0
219149,133.0
219150,83.0
219151,54.0
219154,71.0
219155,85.0
219156,94.0
219159,223.0
219160,53.0
219161,102.0
219162,16.0
219163,10.0
219165,79.0
219166,59.0
219167,29.0
219169,26.0
219170,42.0
219172,11.0
219175,19.0
219176,50.0
219177,24.0
219179,21.0
219180,35.0
219181,25.0
219185,149.0
219186,23.0
219187,33.0
219188,21.0
219189,18.0
219190,33.0
219191,35.0
219192,21.0
219195,14.0
219196,15.0
219197,9.0
219198,17.0
219199,17.0
219200,34.0
219201,28.0
219202,24.0
219206,27.0
219207,58.0
219210,23.0
219211,10.0
219214,192.0
219215,89.0
219216,51.0
219218,81.0
219219,106.0
219220,137.0
219223,21.0
219224,114.0
219225,259.0
219226,118.0
219227,22.0
219228,9.0
219229,86.0
219230,68.0
219231,31.0
219233,34.0
219234,74.0
219235,19.0
219238,82.0
219239,75.0
219240,19.0
219241,12.0
219243,27.0
219244,65.0
219245,46.0
219246,18.0
219247,20.0
219248,17.0
219249,92.0
219250,73.0
219251,49.0
219252,22.0
219253,17.0
219254,47.0
219255,53.0
219256,32.0
219257,17.0
219258,26.0
219259,31.0
219261,7.0
219262,5.0
219263,20.0
219264,37.0
219265,36.0
219268,36.0
219269,35.0
219270,12.0
219271,15.0
219273,77.0
219274,52.0
219275,41.0
219276,12.0
219277,14.0
219279,33.0
219280,56.0
219281,34.0
219283,32.0
219284,26.0
219286,5.0
219287,3.0
219288,9.0
219289,281.0
219290,229.0
219291,73.0
219292,27.0
219294,85.0
219295,131.0
219296,227.0
219300,225.0
219301,303.0
219302,209.0
219303,35.0
219304,22.0
219306,118.0
219307,90.0
219308,50.0
219309,32.0
219310,49.0
219311,133.0
219312,11.0
219313,52.0
219315,12.0
219316,89.0
219317,86.0
219319,52.0
219320,62.0
219321,78.0
219324,16.0
219325,60.0
219326,112.0
219327,57.0
219328,11.0
219329,9.0
219330,54.0
219331,43.0
219334,35.0
219335,48.0
219339,201.0
219340,106.0
219341,65.0
219342,19.0
219344,98.0
219345,117.0
219346,139.0
219348,170.0
219349,241.0
219350,141.0
219351,24.0
219352,12.0
219354,98.0
219355,71.0
219357,34.0
219358,40.0
219359,85.0
219361,31.0
219364,42.0
219368,20.0
219369,31.0
219370,38.0
219371,14.0
219372,18.0
219373,17.0
219374,80.0
219375,57.0
219376,44.0
219377,16.0
219378,14.0
219380,42.0
219381,51.0
219382,29.0
219383,23.0
219384,29.0
219385,34.0
219386,29.0
219387,22.0
219389,11.0
219390,23.0
219391,31.0
219392,10.0
219395,96.0
219396,39.0
219397,27.0
219398,12.0
219400,44.0
219401,24.0
219404,24.0
219406,42.0
219407,25.0
219410,22.0
219411,52.0
219412,57.0
219413,10.0
219416,117.0
219417,129.0
219418,81.0
219419,29.0
219420,29.0
219422,42.0
219423,79.0
219424,30.0
219425,15.0
219426,21.0
219427,27.0
219429,18.0
219430,17.0
219431,24.0
219434,17.0
219435,39.0
219436,23.0
219438,15.0
219439,44.0
219440,39.0
219441,22.0
219442,21.0
219443,43.0
219446,19.0
219451,11.0
219452,18.0
219453,26.0
219454,17.0
219455,8.0
219457,59.0
219458,44.0
219459,24.0
219462,18.0
219463,14.0
219466,14.0
219467,113.0
219468,77.0
219469,36.0
219471,43.0
219472,63.0
219473,95.0
219476,68.0
219477,169.0
219478,72.0
219479,10.0
219481,70.0
219482,40.0
219483,128.0
219484,37.0
219485,41.0
219486,78.0
219487,10.0
219489,73.0
219490,72.0
219491,20.0
219493,44.0
219494,51.0
219495,50.0
219499,50.0
219500,108.0
219501,68.0
219502,39.0
219503,58.0
219504,29.0
219505,28.0
219507,48.0
219508,24.0
219509,20.0
219512,17.0
219513,24.0
219517,89.0
219518,74.0
219519,71.0
219520,17.0
219521,15.0
219522,33.0
219523,48.0
219524,24.0
219526,13.0
219527,22.0
219530,64.0
219531,89.0
219532,23.0
219534,27.0
219535,53.0
219536,49.0
219537,19.0
219538,24.0
219539,22.0
219540,105.0
219541,108.0
219542,59.0
219543,27.0
219544,23.0
219546,56.0
219547,62.0
219548,39.0
219549,30.0
219550,23.0
219551,49.0
219552,7.0
219554,16.0
219555,13.0
219559,16.0
219560,24.0
219564,52.0
219565,36.0
219566,16.0
219568,29.0
219569,12.0
219572,15.0
219573,163.0
219574,108.0
219575,76.0
219577,51.0
219578,56.0
219579,97.0
219583,108.0
219584,145.0
219585,103.0
219586,21.0
219587,18.0
219588,71.0
219589,52.0
219590,44.0
219591,17.0
219592,23.0
219593,61.0
219595,19.0
219599,129.0
219600,94.0
219601,58.0
219604,71.0
219605,82.0
219606,125.0
219607,20.0
219610,94.0
219611,207.0
219612,81.0
219615,71.0
219616,38.0
219617,14.0
219619,39.0
219620,64.0
219621,21.0
219623,80.0
219624,71.0
219625,30.0
219627,22.0
219628,43.0
219629,68.0
219630,18.0
219631,18.0
219632,17.0
219633,95.0
219634,80.0
219635,65.0
219636,26.0
219637,24.0
219638,42.0
219639,63.0
219640,30.0
219641,16.0
219642,30.0
219643,38.0
219644,14.0
219645,10.0
219647,11.0
219648,30.0
219649,20.0
219651,12.0
219652,29.0
219653,36.0
219654,15.0
219656,14.0
219657,58.0
219658,42.0
219659,23.0
219660,29.0
219661,40.0
219662,22.0
219664,19.0
219665,19.0
219666,6.0
219674,36.0
219678,82.0
219679,49.0
219680,27.0
219682,27.0
219683,47.0
219684,71.0
219686,65.0
219687,84.0
219688,49.0
219689,14.0
219691,39.0
219692,33.0
219693,14.0
219696,40.0
219698,9.0
219699,64.0
219700,42.0
219701,12.0
219702,29.0
219703,35.0
219704,9.0
219705,78.0
219706,62.0
219707,52.0
219708,19.0
219709,14.0
219710,39.0
219711,39.0
219712,23.0
219713,12.0
219714,19.0
219715,32.0
219718,9.0
219719,18.0
219720,199.0
219721,155.0
219722,103.0
219725,70.0
219726,96.0
219727,107.0
219730,22.0
219731,160.0
219732,261.0
219733,126.0
219734,33.0
219738,78.0
219739,63.0
219740,66.0
219742,28.0
219743,72.0
219745,20.0
219746,9.0
219748,11.0
219750,15.0
219751,28.0
219753,10.0
219755,73.0
219756,52.0
219757,22.0
219758,22.0
219759,91.0
219760,41.0
219766,87.0
219767,74.0
219768,51.0
219770,57.0
219771,59.0
219772,85.0
219776,69.0
219777,128.0
219778,56.0
219780,43.0
219781,49.0
219783,26.0
219785,52.0
219786,10.0
219788,127.0
219789,80.0
219790,37.0
219791,41.0
219792,50.0
219793,88.0
219795,84.0
219796,128.0
219797,70.0
219798,23.0
219799,18.0
219800,72.0
219801,43.0
219802,19.0
219804,25.0
219805,59.0
219806,6.0
219807,20.0
219810,15.0
219815,35.0
219818,12.0
219819,57.0
219820,28.0
219823,17.0
219825,47.0
219826,22.0
219828,8.0
219829,25.0
219830,72.0
219831,46.0
219832,17.0
219833,15.0
219835,131.0
219836,95.0
219837,81.0
219838,26.0
219839,21.0
219842,46.0
219843,46.0
219844,23.0
219846,36.0
219847,39.0
219851,32.0
219853,12.0
219854,20.0
219855,48.0
219856,36.0
219858,23.0
219859,19.0
219860,42.0
219861,72.0
219862,30.0
219864,10.0
219865,39.0
219866,30.0
219867,15.0
219870,182.0
219871,116.0
219872,31.0
219875,64.0
219876,82.0
219877,117.0
219880,25.0
219881,106.0
219882,128.0
219883,112.0
219884,13.0
219885,6.0
219886,70.0
219887,49.0
219888,19.0
219890,51.0
219891,57.0
219893,7.0
219896,218.0
219897,34.0
219898,9.0
219901,15.0
219902,44.0
219903,28.0
219904,12.0
219905,12.0
219906,10.0
219907,169.0
219908,65.0
219909,35.0
219910,11.0
219911,10.0
219913,50.0
219914,31.0
219915,16.0
219916,23.0
219917,23.0
219919,69.0
219920,66.0
219921,14.0
219922,18.0
219923,32.0
219924,49.0
219925,17.0
219926,15.0
219927,22.0
219928,76.0
219929,50.0
219930,37.0
219931,16.0
219932,14.0
219933,37.0
219934,55.0
219935,29.0
219937,21.0
219938,24.0
219940,11.0
219941,36.0
219942,28.0
219944,23.0
219945,58.0
219946,32.0
219949,55.0
219950,54.0
219951,37.0
219954,25.0
219955,27.0
219959,13.0
219960,8.0
219961,5.0
219962,12.0
219963,73.0
219964,63.0
219965,18.0
219966,22.0
219967,36.0
219968,31.0
219969,9.0
219970,9.0
219971,9.0
219972,55.0
219973,66.0
219974,38.0
219976,13.0
219977,30.0
219978,27.0
219979,16.0
219982,25.0
219983,8.0
219985,9.0
219986,69.0
219987,48.0
219988,32.0
219990,27.0
219991,39.0
219992,60.0
219995,28.0
219996,45.0
219997,85.0
219998,39.0
219999,42.0
220000,22.0
220005,62.0
220006,38.0
220007,29.0
220008,50.0
220009,56.0
220012,39.0
220013,94.0
220014,50.0
220017,32.0
220018,14.0
220022,12.0
220023,75.0
220024,44.0
220025,18.0
220027,32.0
220028,54.0
220029,61.0
220030,84.0
220031,122.0
220032,74.0
220035,37.0
220036,68.0
220037,18.0
220039,24.0
220040,33.0
220041,5.0
220042,13.0
220045,22.0
220046,22.0
220047,18.0
220048,28.0
220053,44.0
220054,40.0
220056,23.0
220057,49.0
220058,23.0
220061,36.0
220062,29.0
220063,10.0
220065,22.0
220067,63.0
220068,47.0
220069,34.0
220070,13.0
220071,13.0
220072,26.0
220073,31.0
220074,13.0
220077,18.0
220079,7.0
220080,38.0
220081,49.0
220082,21.0
220083,12.0
220085,22.0
220086,30.0
220087,39.0
220088,17.0
220090,13.0
220091,79.0
220092,57.0
220093,42.0
220095,8.0
220096,29.0
220097,52.0
220098,24.0
220100,22.0
220101,25.0
220103,27.0
220108,40.0
220109,21.0
220110,15.0
220111,23.0
220112,17.0
220113,51.0
220114,45.0
220115,24.0
220116,22.0
220117,31.0
220121,19.0
220122,31.0
220123,27.0
220124,8.0
220125,13.0
220126,28.0
220127,20.0
220128,9.0
220129,12.0
220130,74.0
220131,44.0
220132,32.0
220133,12.0
220135,53.0
220136,34.0
220139,25.0
220141,64.0
220142,49.0
220145,26.0
220146,31.0
220147,34.0
220148,13.0
220149,11.0
220150,20.0
220151,66.0
220152,70.0
220153,39.0
220154,21.0
220155,17.0
220156,47.0
220157,33.0
220158,25.0
220160,15.0
220161,21.0
220162,12.0
220163,158.0
220164,135.0
220165,46.0
220167,70.0
220168,89.0
220169,112.0
220172,26.0
220173,100.0
220174,224.0
220175,71.0
220178,73.0
220179,56.0
220183,56.0
220187,37.0
220188,27.0
220189,15.0
220191,17.0
220192,38.0
220193,27.0
220196,56.0
220197,60.0
220198,44.0
220199,25.0
220200,20.0
220201,38.0
220202,28.0
220206,19.0
220208,32.0
220209,14.0
220211,11.0
220212,32.0
220213,62.0
220214,33.0
220217,123.0
220218,86.0
220219,34.0
220221,25.0
220222,85.0
220223,46.0
220226,38.0
220229,80.0
220230,60.0
220231,18.0
220233,31.0
220234,59.0
220235,49.0
220236,23.0
220237,21.0
220238,18.0
220239,111.0
220240,91.0
220241,49.0
220242,17.0
220244,38.0
220245,27.0
220246,16.0
220247,24.0
220248,36.0
220249,33.0
220251,57.0
220252,45.0
220255,26.0
220256,42.0
220257,51.0
220259,51.0
220260,78.0
220261,46.0
220263,38.0
220267,28.0
220270,100.0
220271,87.0
220272,25.0
220274,50.0
220275,60.0
220276,76.0
220280,57.0
220281,132.0
220282,72.0
220283,63.0
220284,54.0
220285,21.0
220288,45.0
220290,211.0
220291,114.0
220292,69.0
220295,61.0
220296,69.0
220297,124.0
220299,115.0
220300,208.0
220301,115.0
220302,36.0
220303,25.0
220305,91.0
220306,67.0
220307,37.0
220308,26.0
220309,32.0
220310,99.0
220311,6.0
220312,22.0
220315,247.0
220316,155.0
220317,69.0
220318,14.0
220320,75.0
220321,89.0
220322,137.0
220326,107.0
220327,217.0
220328,111.0
220329,16.0
220330,11.0
220332,91.0
220333,57.0
220334,28.0
220335,25.0
220336,45.0
220337,80.0
220339,14.0
220343,24.0
220344,15.0
220345,9.0
220346,8.0
220347,18.0
220348,37.0
220349,31.0
220352,76.0
220353,61.0
220354,26.0
220355,6.0
220356,28.0
220358,56.0
